PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_16_stor,firmness_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_16_harv,weight_16_harv,brix_16_harv,firmness_16_harv,flowering_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_17_stor,firmness_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_17_harv,firmness_17_harv,weight_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_17,percent_firmness_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Golden Russet,770,21846,USDA,domestica,cider,United States,new,NA,5.896,19.8,144.042,8.0842,3.358208955,5.470967785,7.760892611,309.4501299,184.8380077,17.13818846,8.951248866,151.9573182,2.074958048,3.013323192,156.95973,7.76886707,15.53146384,-22.07122236,-9.686345212,11.44536252,NA,NA,120.618,7.4646,NA,14.05695771,7.093381881,282.4767934,13.27070903,138.266886,2.033596953,NA,NA,-12.76436209,-43.75130987,NA,3.91473095,3.751312764,130.482817978814
Lakeland,774,11159,USDA,domestica,dessert,United States,new,1950,5.293,11.9,109.225,3.4607,2.248252409,6.462342069,16.28567257,289.4243113,142.3146769,11.20555522,4.967603171,152.57551,0.971761361,1.798940023,135.4841191,-18.09471019,6.197325914,-23.25106422,-30.33461248,24.97650729,4.824,11.8,164.928,3.551,2.446102819,12.49203309,8.210844841,256.9009565,7.591516512,162.9104309,1.548207193,-41.2484331,-5.539795506,1.238452964,-53.22410227,57.9958309,2.872633156,2.624847043,104.92241408028
Karastojanka,775,331998,USDA,domestica,dessert,Bulgaria,old,NA,5.8156,13.4,132.637,6.1242,2.304147465,5.918189633,9.960892611,306.3435492,145.2803322,13.05540594,9.249433639,151.672669,1.005499944,2.211318839,154.9901851,-1.733463089,2.639474143,-8.702714294,-33.78837841,4.197885214,5.6816,13.6,124.712,6.054,2.393691918,12.23296105,NA,275.1063299,9.81474269,151.2591803,NA,NA,11.17504536,-17.55078945,-38.31728257,NA,4.09656877,4.789379136,123.216188154991
Fillbarrel,776,18919,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,87.41941667,5.092316667,NA,4.619869254,10.92276831,300.3679617,115.9974574,14.1889338,6.742121029,154.9229037,2.269320316,4.079451709,145.4625301,NA,NA,-24.63678203,-24.47010896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.863542501,11.44700771,NA
Idajon,778,17208,USDA,domestica,dessert,United States,new,1949,4.288,14.4,126.54,3.222142857,3.358208955,NA,8.839239478,295.793149,142.3259971,13.05209377,4.200227055,151.9624619,1.992817741,NA,143.5057285,NA,10.32712645,-11.09143613,-23.28646012,NA,4.6632,14.1,133.99,4.3622,3.02367473,12.93050977,7.564075826,267.9679028,7.498101163,126.9014323,1.797269579,-38.35069733,9.044424821,5.585884732,-41.82260408,68.23712843,3.981483259,4.240016558,116.096241447921
Jefferis,779,11133,USDA,domestica,dessert,United States,new,1848,4.824,13,122.86,2.4283,2.694859038,5.06353585,4.478054618,274.6852414,157.5020098,11.42987155,4.462507349,151.9087356,1.492817741,2.248767855,122.6819464,-4.730604409,13.73706121,-21.99464621,-45.58440334,19.83713805,3.7654,10.3,62.558,4.748,2.735433155,10.39919156,4.246812585,239.1591364,7.519101163,56.78280875,2.415281352,-11.33585661,-0.95383915,10.1706685,-36.85415454,13.25525915,3.704617733,3.634454626,87.163384276826
Geoagiu 21,786,730490,USDA,domestica,dessert,Romania,old,NA,6.432,11.7,138.553,4.9171,1.819029851,3.118189633,18.14631474,304.9877591,152.4308276,11.4220726,7.982870244,155.3349988,1.03143694,3.527706762,147.82395,106.2735355,2.433248386,-9.104344451,-38.40436021,-48.4359111,4.3684,12.2,174.82,5.489,2.792784544,11.63108218,6.424478872,253.7602755,9.182683564,192.7431613,1.840956554,-32.0038234,4.891357606,-9.298986907,-40.2244457,51.70290343,0.691153696,0.614400469,96.6123309032885
Kanorkowa,787,197620,USDA,domestica,dessert,Poland,old,1959,7.2226,18.3,71.395,3.5719,2.533713621,8.589633463,8.065993654,298.594905,93.06153481,15.61783876,9.291377729,154.1129318,2.034766941,1.859677753,144.2816588,-15.91492197,17.17370297,-23.28194442,-61.55683146,36.24476695,7.4504,14,127.475,5.5056,1.88950211,14.19533657,11.15776932,274.5297151,11.00935314,129.2776414,1.221993543,-33.2267966,-1.376061555,-1.394395309,-49.99161229,54.62455762,3.942984754,4.565299573,120.462299723478
Fallawater,788,13771,USDA,domestica,dessert,United States,new,NA,NA,NA,192.056,6.2081,NA,8.094501893,13.23923948,308.8881195,187.2428859,13.59622899,11.60210556,152.1301406,0.959973439,1.679457342,156.3100847,NA,NA,2.570519085,-46.49160905,NA,5.4136,13.2,214.28,6.7182,2.438303532,10.47947412,8.167180197,274.5729701,11.37403368,245.9369391,1.290763838,-33.71518848,25.96051909,-12.87197409,-40.93388337,88.90392343,5.886359182,6.486882161,122.555840793175
Lande,789,140211,USDA,domestica,NA,France,old,NA,3.149,13.9,115.514,6.7164,4.414099714,4.183429994,14.53982599,313.4319745,102.663925,12.33138166,10.64187804,161.1106256,1.497071486,2.868926643,152.5081149,-24.72683888,12.72054005,12.51664104,-36.88707978,53.85892576,3.7788,13.8,103.815,7.91,3.651953001,11.36964282,6.957360197,282.9133336,10.35777646,139.7772569,1.680796578,-45.68629634,21.37584457,-25.7282606,-23.63225807,117.275133,3.378209043,3.117448342,121.993183326021
Fireside,795,681509,USDA,domestica,dessert,United States,new,1943,2.2646,13.4,255.721,6.1642,5.917159763,3.252827734,17.88567257,310.3046439,264.5840026,12.93127891,8.660365635,152.3366499,1.020740489,3.767124013,157.5644374,-30.38057392,3.624707932,-3.349787774,-28.82286661,57.0736653,2.1172,10.8,185.138,6.1882,5.101076894,12.01620421,4.345655859,267.5519013,8.565967663,217.0180428,2.860272943,-51.28008133,-10.12136772,-14.69004254,-27.75830772,78.34231195,1.374228039,1.004517821,115.458375162225
Goldjon,796,237072,USDA,domestica,dessert,Italy,old,1967,2.3852,12.4,77.80333333,5.9045,5.198725474,3.873089051,19.74631474,311.6156403,117.3250271,13.22318015,6.855855815,153.9537867,1.962847322,3.479814861,157.3789238,-38.41608162,-6.225281198,-33.68564638,-13.8765435,49.39661105,4.7302,13.2,74.75,6.624,2.79057968,12.16988254,4.813600832,267.7665358,8.279361309,125.766661,2.54183912,-1.732607969,8.464481536,-40.56453482,-19.9938286,9.785849858,4.552836429,4.374202611,113.751917401074
Gales,797,21307,USDA,domestica,cider,United States,new,NA,7.303,13.3,176.762,5.3397,1.821169382,6.732310635,16.67328259,307.8175949,181.4337961,12.77698261,6.60191938,153.744156,1.973349054,1.923942352,154.1163525,8.476872145,4.093434329,-2.574931558,-19.11897597,-5.341790469,6.7,12.2,122.58,5.0996,1.820895522,10.74337012,7.477624782,264.3231276,8.5177768,143.8228022,1.445998867,-10.39935547,13.55840731,-14.77012119,-40.12991747,25.92648333,2.057878913,1.869924565,110.401798292331
Hall Keeper,798,11165,USDA,domestica,dessert,United States,new,1916,4.9178,11.6,131.422,7.8977,2.358778316,5.370967785,11.08982599,310.2532664,147.6362735,11.93818846,10.55564363,153.0657328,1.045743425,2.138392811,156.1101296,-8.437358097,-2.832828941,-10.98258112,-25.18030849,10.30612822,NA,13.4,112.536,8.1558,NA,11.52059712,6.618748553,285.5204551,11.87103101,164.7579342,1.941163343,NA,16.31341553,-31.69615744,-31.29661617,NA,2.049692704,1.545599496,132.450467370782
Griffith,803,8314,USDA,domestica,dessert,United States,new,1968,6.566,13.5,125.643,6.0877,2.056046299,5.974478374,16.14277711,310.7636973,144.6968291,13.68954695,7.95118581,154.1176307,1.962632299,2.262061833,156.63464,9.90080788,-1.384610856,-13.1681041,-23.43657732,-9.107422733,7.5978,15,157.232,6.53,1.974255706,12.09905144,10.16214502,282.2190525,9.995081035,164.9698701,1.225977411,-25.2342888,23.97666114,-4.690474729,-34.66786335,61.03524322,3.923163009,4.315154273,128.049652059583
Kingjon,807,24793,USDA,domestica,dessert,United States,new,NA,4.8106,13.6,128.819,5.016,2.827090176,6.90497585,11.24277711,309.0116845,132.897786,13.56204167,6.820036992,153.8485614,1.459830048,1.963158022,154.7775952,-30.33140008,0.27988654,-3.069115106,-26.45201184,44.00726507,4.0602,10.5,75.44,5.5006,2.586079503,11.85919164,5.93538295,268.1235532,7.785226473,116.2878134,2.095456375,-31.5932934,-11.46108167,-35.12647816,-29.34566491,23.41366465,2.671191254,3.51916361,114.183047058328
Litevsky Jadernac,811,17905,USDA,domestica,dessert,Czech Republic,old,NA,2.5929,11.9,81.778,NA,4.589455822,7.024962453,12.28567257,287.6937041,141.4337421,12.17354455,4.431785218,151.007617,1.000489453,1.70313106,135.9680105,-63.09019419,-2.247041081,-42.17928566,NA,169.4716766,7.035,10.2,90.97,3.9972,1.44989339,10.72560004,9.134357066,253.947205,8.291737554,67.89276316,1.186950551,-22.98308519,-4.900425522,33.99071678,-51.79297495,22.15280489,2.188917181,2.692839687,102.981213925721
King David,813,10527,USDA,domestica,cider,United States,new,1902,6.7804,11.7,77.995,4.4983,1.725561914,6.885420898,19.94631474,311.7342457,90.26766111,11.6936668,6.715144565,154.8747578,2.008529018,1.656892425,157.7635514,-1.525264759,0.054159218,-13.59585588,-33.01261117,4.14447479,12.0868,15.7,135.392,5.4222,1.298937684,13.69823483,NA,274.014841,9.739001817,139.1527776,NA,NA,14.61330746,-2.702624905,-44.32488974,NA,2.144423908,2.335314624,116.990834456129
Huidobro,818,189945,USDA,domestica,dessert,Denmark,old,1958,1.7688,13.7,146.881,5.647,7.745364089,1.918205419,14.58567257,306.7160714,171.1728603,12.91669787,9.168281327,151.8064818,2.041804881,7.16471145,153.1779805,-7.788812285,6.064259922,-14.19142045,-38.40721288,8.10434088,1.1122,12.7,110.44,5.631,11.41880957,10.19955089,2.198840913,285.6440098,10.34388963,126.3048867,5.024423157,-49.41880544,24.51528643,-12.56078614,-45.56206414,127.2660803,3.615882076,3.116647234,133.737309127031
Keuleman,820,18316,USDA,domestica,dessert,Belgium,old,NA,6.8876,14,84.77,6.8196,2.032638365,6.06353585,10.18567257,310.4143018,100.296997,13.51876044,7.169518154,153.8777444,2.491980938,2.215064151,156.5366977,13.59048862,3.559790587,-15.48101883,-4.880636969,-8.235688621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.251476533,7.57845111,NA
Ingram,821,8331,USDA,domestica,dessert,United States,new,NA,2.7872,12.8,115.379,7.3339,4.592422503,3.605751426,13.93923948,310.359768,136.2328542,11.79693192,10.35787998,159.1639755,1.561786853,3.346461764,153.2652022,-22.70127164,8.502787758,-15.30750735,-29.19497028,37.23218215,3.8391,13,121.891,8.3521,3.580933076,8.997813769,5.251300052,282.0003682,11.62756387,150.6596357,1.756862957,-26.89238928,44.47954063,-19.09511831,-28.16982049,103.8254072,5.702724854,6.250314721,122.987367898466
Goldsmith,826,87539,USDA,domestica,dessert,South Africa,new,1975,4.1004,14,175.798,6.64885,3.416478811,3.985689152,17.86599365,297.9619621,206.9516585,13.37832261,7.584816074,153.8504074,1.941380196,3.40763906,144.0087362,2.878068099,4.646900841,-15.05359211,-12.33999697,0.259409835,5.4806,14,213.69,7.24475,2.55446484,12.78787351,7.067090073,275.2792036,8.269151783,201.8741945,1.807993502,-22.44898617,9.478718146,5.853053956,-12.38823291,41.28727985,5.112064085,6.672281622,121.269852668734
Lord Seedling,828,8119,USDA,domestica,dessert,United States,new,NA,4.7972,11.1,120.0883333,3.601833333,2.313849746,4.74459071,13.21947361,280.217944,166.7915422,12.01207345,5.060528175,152.1377484,1.486993352,2.530186642,128.1424104,1.108826725,-7.592972665,-28.00094552,-28.82495248,-8.550234688,NA,NA,NA,NA,NA,12.28705542,8.726181657,247.5066471,9.197376465,213.9182117,1.4779559,NA,NA,NA,NA,NA,2.013480629,2.644489023,95.5152057894746
Jewett Red,831,674975,USDA,domestica,dessert,United States,new,NA,2.479,12.6,106.598,5.3169,5.082694635,3.170458872,11.52328259,309.2459192,114.1891175,13.92924817,5.751585234,153.978097,0.975657686,4.490967807,155.1997869,-21.80942569,-9.542856541,-6.647846688,-7.557659607,13.1759312,1.6348,12.2,135.294,5.6698,7.462686567,9.344113501,3.890540081,275.0093829,7.981551783,150.5502362,2.557275673,-57.98012702,30.56348255,-10.13365144,-28.96368834,191.8217479,1.183375366,1.200311791,121.012260254423
Hoover,833,200486,USDA,domestica,dessert,United States,new,1960,4.6498,11,114.239,7.1894,2.365693148,5.572597379,16.48774928,305.2004348,148.2658093,10.38039085,9.413077015,153.8345773,1.016528802,1.890531108,151.5947209,-16.55955591,5.969034869,-22.9498692,-23.62327443,25.13378582,NA,NA,NA,NA,NA,9.811403468,8.934134005,269.1647194,10.97428356,226.6660678,1.107744302,NA,NA,NA,NA,NA,4.753646687,4.794238182,115.324202268528
Herma,838,257106,USDA,domestica,dessert,Europe,old,1969,6.633,11.3,92.4375,5.221625,1.703603196,6.824962453,19.97805462,307.6605345,120.432081,12.00687788,5.474428009,153.0432894,1.509836023,1.732047677,153.4327978,-2.812652152,-5.887274672,-23.24511938,-4.617889005,-1.642245836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.841241398,5.665439331,NA
Kinsei,841,22227,USDA,domestica,dessert,Japan,old,NA,1.4606,10.7,122.027,5.117,7.325756538,2.694501893,17.47805462,309.4094485,162.2662149,11.41845121,7.141802199,153.3016356,1.978459937,4.542017117,154.9232498,-45.79332069,-6.292019831,-24.7982705,-28.35141807,61.28861582,1.5544,11.3,122.446,8.4392,7.269686052,11.15693071,4.087884582,278.9119702,9.606957359,167.8753339,2.568962318,-61.97544307,1.282335565,-27.06135134,-12.15532988,182.9814202,0.404585533,1.037703095,125.917188872371
Eickhoff,844,227548,USDA,domestica,dessert,Zimbabwe,new,NA,3.7654,11.2,105.689,5.4289,2.974451585,5.46353585,5.319473615,288.5676856,125.0063724,11.47291889,6.335878107,153.9330269,0.992817741,2.060537402,134.3208382,-31.08126123,-2.37880957,-15.45311013,-14.31495512,44.35319557,NA,6.8,174.912,6.1184,NA,13.07807464,8.959797233,267.8179649,8.597705096,217.2948474,1.560649202,NA,-48.00457874,-19.50476409,-28.83682411,NA,5.03085133,5.613599048,113.82310112782
Howgate Wonder,845,18832,USDA,domestica,dessert,United Kingdom,old,1932,3.0418,11.8,298.4142857,3.768714286,3.879282004,4.512641918,18.68567257,312.7175027,314.492405,11.5605085,6.0978781,154.0693528,0.997313696,2.693223098,158.6896777,-32.59380968,2.071634645,-5.112403031,-38.19630003,44.03864301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.891216767,7.836061419,NA
Golden Precoce,854,17221,USDA,domestica,dessert,Canada,new,NA,17.3798,15.8,133.862,5.112,0.909101371,6.79433259,14.28774928,307.4923521,145.8608172,15.06671523,7.484217263,152.9671457,1.571133425,2.20937549,154.5815446,155.7984875,4.866918594,-8.226210052,-31.69626401,-58.85256377,6.231,14.6,110.966,5.4804,2.343123094,12.77498969,6.594483826,278.7375913,7.787616292,142.130544,1.944117356,-5.511937491,14.28580648,-21.92670425,-29.62673308,20.52374758,3.481010855,3.576251226,125.663595790446
Elektra,858,257105,USDA,domestica,dessert,Germany,old,1930,3.6314,14,80.233,4.9485,3.855262433,3.446415851,16.74631474,308.2302201,117.969575,12.66087846,7.05884693,151.7346609,1.008982663,3.640822234,156.0494619,5.367435542,10.5768454,-31.98839615,-29.89648239,5.889883812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.652866973,4.21722461,NA
Elisa Ratkee,860,186391,USDA,domestica,NA,Poland,old,1896,10.385,11.7,163.16,3.8173,1.12662494,7.46353585,13.93923948,288.793149,157.6259971,11.71876044,6.213227055,153.9624619,1.018939305,1.54474383,134.5057285,39.14316496,-0.160088932,3.510844047,-38.56171735,-27.06719926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.658542469,3.173515226,NA
Jewel,864,136005,USDA,domestica,NA,United Kingdom,old,1944,4.355,11.4,154.511,5.027,2.617680827,4.76189776,15.26453273,275.710815,170.0457391,10.86806702,5.908344757,154.1575419,1.494618924,2.212709572,121.565032,-8.544865521,4.894458077,-9.135623864,-14.91694871,18.30205193,7.7586,12.5,139.304,5.379,1.611115407,13.64132347,10.51592808,248.1033775,9.80910903,131.2230215,1.368306234,-26.22049197,-8.366662323,6.158201803,-45.1632153,17.74523624,5.250585278,5.697209806,94.1317354438599
John Standish,894,132329,USDA,domestica,dessert,United Kingdom,old,1921,8.5492,14.2,108.2114286,8.225142857,1.660974126,8.183429994,9.046314737,312.9450718,145.5608755,12.40499277,10.23281095,151.8612963,1.457664807,1.542462598,160.743458,4.469641774,14.47003852,-25.65898757,-19.61990801,7.683267538,8.1338,14,143.628,8.7024,1.721212717,12.89207734,11.99221798,277.9729098,12.75618914,148.2084836,1.242124014,-32.17434829,8.59382575,-3.090567723,-31.77899838,38.5701184,3.902507511,4.160373983,125.905635303633
Gilliflower,896,23368,USDA,domestica,dessert,United Kingdom,old,1813,NA,14.8,120.013,4.9065,NA,2.846415851,2.565993654,308.4619621,138.7516585,12.50054484,6.328816074,153.8504074,0.941380196,4.438194976,154.5087362,NA,18.39483954,-13.50517806,-22.47365158,NA,2.5192,14.7,NA,NA,5.835185773,11.31926795,3.749332082,278.4719554,10.62007715,125.7629981,3.201126878,-32.80936592,29.86705562,NA,NA,82.28536371,3.028646997,3.084025122,124.463567693925
Geeveston Fanny,901,9483,USDA,domestica,cider,Australia,new,NA,2.2646,11.7,69.775,3.7254,5.166475316,2.452827734,12.88567257,310.3046439,99.08400257,11.68683446,6.228365635,152.3366499,1.494618924,4.403925894,157.5644374,-7.673907616,0.112652718,-29.57995419,-40.18655586,17.31521919,4.0602,11.9,123.084,5.1284,2.930890104,11.04177382,8.743352644,268.3251685,8.17530903,150.4797798,1.319801017,-53.56243577,7.77253903,-18.20562195,-37.26964961,122.0706051,4.839760212,5.434711063,NA
Freiherr Von Berlepsch,902,10756,USDA,domestica,dessert,Germany,old,NA,7.3164,11.5,81.656,4.6988,1.571811273,6.424962453,14.73923948,293.3572646,105.9963598,11.18465566,7.841410873,154.0811799,1.481166657,1.716624629,138.9949263,13.87459543,2.819437196,-22.96339219,-40.07711015,-8.435936054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.399631271,1.903581031,NA
Jouveaux,904,140214,USDA,domestica,cider,France,old,NA,2.6666,16.1,103.934,7.8634,6.037650941,2.518205419,11.78567257,306.7160714,137.5728603,14.6500312,9.785281327,152.9826398,1.962847323,6.096810215,153.1779805,5.892870356,9.897376864,-24.4516689,-19.64053217,-0.970331563,2.5058,13.85,128.378,7.5292,5.609118449,13.16163867,3.729193216,281.9675623,11.49436131,139.1323563,3.644629347,-32.8058415,5.230057949,-7.729586867,-34.49657795,53.90092968,8.23700899,7.755457288,129.02750322053
Imperial Stayman,907,211022,USDA,domestica,cider,NA,NA,NA,5.7084,17.1,107.4933333,5.512,2.995585453,6.046415851,6.589825985,308.7921777,137.9731621,16.29421179,6.535777127,153.8118537,1.473349054,2.688493324,154.7286027,-5.590350698,4.945242018,-22.09112865,-15.66419887,11.42246202,4.3684,15,120.165,5.971133333,3.872193391,13.7774699,6.51116441,268.2879004,9.2308768,132.139047,2.083029855,-32.90908162,8.873400619,-9.061702279,-35.31347603,85.89236163,4.503199058,3.684262059,114.392886095288
Harry Masters Jersey,911,18742,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,148.137,3.2572,NA,1.512641918,3.650066044,304.8698707,145.4182949,12.70724638,6.064071936,158.968692,0.967128255,8.850871006,145.8859946,NA,NA,1.869575727,-46.28691687,NA,1.9162,12.4,87.898,7.0542,6.471140799,12.40483282,3.315597521,268.0986977,10.4457448,132.4287949,3.549502353,-42.20649558,-0.038959148,-33.62621775,-32.46819507,82.3112131,10.49100378,11.05600238,109.143242013329
Loyalist,913,24863,USDA,domestica,NA,Canada,new,NA,3.8324,12.8,158.305,5.2253,3.339943638,4.806345763,16.82328259,300.9581346,161.7596954,12.72581746,7.467273337,152.9066101,1.007808576,2.708749492,148.1675172,-20.26374736,0.582929433,-2.135696059,-30.02398916,23.30204945,4.9513,12.8,149.609,7.8822,2.626729108,12.54274741,6.953806444,274.9200509,8.863958623,179.1793536,1.842526688,-28.79727039,2.051006697,-16.50321479,-11.07584844,42.56125159,2.638770281,2.81030544,121.916042078466
Lyons,915,10827,USDA,domestica,dessert,United States,new,NA,6.8474,12.5,97.193,3.9569,1.825510413,5.850047088,15.06947361,280.0808522,115.4577754,12.0087224,6.109164134,154.2159633,1.002254002,2.142688141,126.314852,17.0486305,4.091006377,-15.81944166,-35.23009182,-14.8027948,6.7268,13.2,NA,NA,1.962300054,12.59026069,8.933781122,253.6178925,7.401936898,125.9940957,1.468645099,-24.70377427,4.842944318,NA,NA,33.61295076,4.278428869,4.258033849,99.5164347042622
Luke,918,15717,USDA,domestica,dessert,Canada,new,1961,6.9144,12.3,169.334,4.7063,1.778896217,7.549031408,13.42328259,283.7892412,199.3757723,11.54057971,5.786437548,154.134654,0.967128256,1.558899761,129.54396,-8.406792529,6.580434468,-15.06791519,-18.66671055,14.11229005,9.8356,13.5,NA,NA,1.372564968,12.19095647,12.97635352,253.8831732,8.167844798,266.5882616,0.971095279,-24.20366796,10.73782463,NA,NA,41.34194629,6.673147107,6.216633789,99.684765544955
Oliver or Senator,924,23367,USDA,domestica,NA,United States,new,NA,3.5644,14.5,123.17,5.323625,4.068005835,4.96353585,8.98567257,310.4143018,146.896997,14.24098266,6.044518154,152.9158492,0.910677434,2.869221369,158.5366977,-28.18828941,1.818816478,-16.15213209,-11.92639571,41.78082873,2.9212,12.3,80.602,6.1522,4.210598384,12.3115755,3.564762751,271.5997643,11.37888685,120.2633466,3.428122623,-18.05345253,-0.094021235,-32.9787485,-45.93319997,22.82519755,3.480025947,3.532910874,118.620467932785
Montgomery,929,13118,USDA,domestica,dessert,United States,new,NA,8.6966,12.5,124.44,4.236444444,1.43734333,11.04762459,8.834141325,267.2269396,164.7523531,11.88883879,6.023785568,153.8537532,1.684154439,1.221822392,113.3710928,-21.28081535,5.140629938,-24.46845363,-29.67139356,17.63930171,6.7536,11.1,NA,NA,1.643567875,12.6256061,13.68212428,246.4897773,6.078157386,210.9661897,0.937242881,-50.63924388,-12.08342862,NA,NA,75.36200141,2.344000293,2.764912523,92.4287210612717
Orei,931,168807,USDA,domestica,dessert,Japan,old,1948,4.69,14.6,116.23,6.4474,3.113006397,4.570967785,17.26089261,309.4501299,139.5380077,13.17152179,7.773248866,153.8215511,1.006336746,2.750165297,154.95973,2.604092181,10.84520249,-16.70369821,-17.05656012,13.19342876,3.4572,12.9,116.268,6.384,3.731343284,9.999792227,4.882381881,275.0568329,8.207255423,121.3171271,2.037734271,-29.19029923,29.00268033,-4.161924377,-22.21516608,83.11235854,3.071072578,3.220064711,121.137077154527
Red Paducah,938,13843,USDA,domestica,dessert,United States,new,NA,5.8424,12.4,142.772,4.1046,2.122415446,3.573089051,16.08982599,311.1418204,157.6529763,11.10095793,6.85551512,154.2500609,1.451129501,3.170959389,156.812391,63.51117805,11.70207187,-9.439070974,-40.12703746,-33.06708838,2.814,9.8,111.75,5.2626,3.482587065,10.00196723,5.252464299,269.1011824,9.152720802,133.712254,1.918681683,-46.42514751,-2.019275095,-16.42501217,-42.50234314,81.50937158,2.411630937,2.243933655,115.277444202709
Mantuanskoye,948,18021,USDA,domestica,dessert,Former Soviet Union,old,NA,5.762,14.3,127.927,6.433,2.481777161,8.06353585,12.47805462,309.6852414,162.7020098,14.18542711,7.444507349,151.9087356,0.944145803,1.734045632,157.6819464,-28.54251402,0.807680262,-21.37343594,-13.58729734,43.12063734,4.5292,12.5,164.968,7.3926,2.759869293,10.29919156,7.596812585,274.1591364,8.636901163,199.7508088,1.393433104,-40.38025883,21.36874945,-17.41310034,-14.406801,98.06256105,4.574856927,5.167078535,122.163384276826
Reta,950,19503,USDA,domestica,dessert,United States,new,NA,3.0552,15.2,81.06857143,2.322,4.975124378,5.193034112,4.112184678,291.4825994,106.6777239,12.64801623,4.572353827,150.9567574,1.039072511,2.477611375,140.9257662,-41.16734198,20.17694888,-24.00609194,-49.21652856,100.8032587,4.7302,15.2,94.526,4.2688,3.213394782,11.38471935,6.982577654,260.650448,8.907351875,99.03924207,1.580823588,-32.25710856,33.51229424,-4.557024035,-52.07554321,103.2734587,3.277931693,3.407760824,109.608126399961
Novinka,952,17984,USDA,domestica,dessert,Former Soviet Union,old,NA,5.5074,12.6,235.661,4.7123,2.287830918,6.194501893,17.37805462,309.4094485,258.8662149,11.26289566,8.665802199,154.070909,2.544113512,1.837943043,154.9232498,-11.092125,11.87176354,-8.964172832,-45.62188368,24.47779202,4.7302,12.6,317.012,4.9052,2.663735149,9.144977251,5.770137505,285.4888363,9.325305558,236.8875372,1.514913687,-18.02275083,37.7805505,33.82384053,-47.39904264,75.83411987,5.160917484,5.87976557,131.482550144143
Minister von Hammerstein,958,133876,USDA,domestica,dessert,Germany,old,1900,7.0886,13,243.875,5.5745,1.833930536,9.424962453,21.93923948,307.3572646,282.5963598,12.94021121,6.467410873,150.0811799,0.944182448,1.320138732,156.9949263,-24.7890903,0.462038721,-13.70200233,-13.80631122,38.91953105,6.8474,11.5,187.052,5.1986,1.67946958,10.05867484,8.866162254,274.8948458,7.42880252,228.9055747,1.160171034,-22.76929066,14.32917539,-18.28420945,-30.02102309,44.76051644,0.820567195,1.565596526,124.963175480905
Qing Guan,959,95209,USDA,domestica,NA,China,old,1970,3.3902,14.8,158.601,6.0989,4.365524158,4.794501893,11.07805462,309.4094485,183.4662149,13.66289566,8.601802199,152.1348379,1.044113512,2.933997793,156.9232498,-29.28983916,8.322572089,-13.55302115,-29.09741635,48.790983,2.2244,12.8,193.32,4.9914,5.754360726,10.30160283,3.381290106,281.9651765,9.119705558,202.6892527,3.059463443,-34.21445868,24.25250919,-4.622471384,-45.2679698,88.08398379,2.058808943,1.363662616,129.94224496137
Pigeonnet,983,18352,USDA,domestica,cider,Europe,old,NA,8.9646,13.5,109.557,8.6629,1.505923298,10.54641585,13.86089261,308.9191184,111.8947318,12.12754513,10.98905743,153.6706464,0.999286051,1.157923162,155.0547244,-14.99861065,11.31683997,-2.089224223,-21.16794318,30.05381941,10.8942,12.9,109.962,9.455,1.184116319,10.24477274,13.2448669,288.5835821,11.21823121,111.1925009,0.682266651,-17.74775781,25.91787365,-1.106640219,-15.71755097,73.55623593,3.721247445,3.94607194,134.78315446113
Red Spy,987,21276,USDA,domestica,dessert,United States,new,NA,6.7,13.2,230.482,5.6451,1.970149254,6.90437896,11.91274928,306.1082445,304.8105862,12.33718509,6.736761578,155.3623585,2.499286051,1.843765951,150.6063609,-2.960135313,6.993612391,-24.38517215,-16.20454524,6.854628296,NA,NA,NA,NA,NA,12.59674893,11.43223484,290.263117,8.972951783,324.0142409,1.03267013,NA,NA,NA,NA,NA,3.558978039,4.026579842,136.392421021894
